ts_utc,ons_usd,usdtry,gram_altin_buy,gram_altin_sell,gram_has_buy,gram_has_sell,ceyrek_buy,ceyrek_sell,usd_buy,usd_sell
2026-08-01T01:17:50.284423+00:00,4098.60009765625,47.5078010559082,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-01T04:53:01.693252+00:00,4049.10009765625,47.5078010559082,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-01T07:28:46.148283+00:00,4049.10009765625,47.5078010559082,,,,,,,,
2026-08-01T09:33:14.612501+00:00,4049.10009765625,47.5078010559082,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-01T11:05:51.445795+00:00,4049.10009765625,47.5078010559082,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-01T12:13:04.811553+00:00,4049.10009765625,47.5078010559082,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-01T13:58:48.344578+00:00,4049.10009765625,47.5078010559082,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-01T15:09:45.208402+00:00,4049.10009765625,47.5078010559082,,,,,,,,
2026-08-01T16:13:16.189388+00:00,4049.10009765625,47.5078010559082,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-01T17:18:19.774723+00:00,4049.10009765625,47.5078010559082,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-01T18:29:38.678071+00:00,4049.10009765625,47.5078010559082,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-01T19:47:06.361609+00:00,4049.10009765625,47.5078010559082,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-01T20:56:01.990966+00:00,4049.10009765625,47.5078010559082,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-01T21:59:35.027548+00:00,4049.10009765625,47.5078010559082,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-01T23:02:41.931199+00:00,4049.10009765625,47.5078010559082,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-02T00:13:15.033866+00:00,4049.10009765625,47.50550079345703,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-02T03:56:52.845845+00:00,4049.10009765625,47.50550079345703,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-02T06:39:16.592438+00:00,4107.0,47.50550079345703,,,,,,,,
2026-08-02T09:00:20.568422+00:00,4107.0,47.50550079345703,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-02T10:47:00.339389+00:00,4107.0,47.50550079345703,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-02T12:04:18.664385+00:00,4107.0,47.50550079345703,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-02T13:55:58.256115+00:00,4107.0,47.50550079345703,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
2026-08-02T15:06:02.636052+00:00,4107.0,47.50550079345703,6174.46,6175.37,6143.58,6144.49,9802.68,10027.02,47.4681,47.5574
